index,tweet,max_emotion,sentiment
1511,justin theroux playing matchmaker ben stiller,neutral,positive
1512,donald trump celebrities tweet canada day,neutral,neutral
1513,rob kardashian caught slapping ex face,anger,negative
1514,harry styles fears liam payne get heart broken cheryl fernandezversini,sadness,negative
1515,really think ben afflecks girlfriend lindsay shookus pregnant,surprise,neutral
1516,ivanka trump sat dad g20 meeting twitter,neutral,neutral
1517,london attack celebrities react,anger,negative
1518,jennifer aniston casually dating split justin theroux,surprise,positive
1519,folks lost minds thick beyonce isguess forgot recently birthed two whole people,sadness,negative
1520,big photo big rock allison williams debuts dazzling engagement ring,joy,positive
1521,kim kardashian upset kanye west cosmetics line despite report,anger,negative
1522,touch flipflops gwen stefani pregnant,surprise,neutral
1523,female first forum,neutral,neutral
1524,dakota johnson chris martin enjoy malibu date night see pic,joy,positive
1525,david beckham,neutral,neutral
1526,daily mail publishes apology sir elton john misleading public pressparty,sadness,negative
1527,selena gomez pregnant weeknds baby racing marry report,joy,neutral
1528,princess diana helping prince william kate middleton raise children,joy,positive
1529,justin bieber abandons dog karma dog trainer since february,neutral,negative
1530,touch megyn kelly replacing matt lauer today,neutral,neutral
1531,kylie jenner travis scott fighting baby names shes set choice pushing away,neutral,negative
1532,selena gomez timothee chalamet,neutral,neutral
1533,donald trump,neutral,neutral
1534,fergie jealous josh duhamel working olivia munn,neutral,negative
1535,justin bieber unlikes selena gomez instagram photo split,sadness,neutral
1536,kim kardashian kanye wests cars burglarized,fear,neutral
1537,gwen stefani blake shelton put baby wedding plans hold,neutral,neutral
1538,mel b estranged husband stephen belafonte settle domestic violence claims divorce report,sadness,negative
1539,demi lovato plastic surgery photos secrets,neutral,neutral
1540,next great female movietv stars,neutral,positive
1541,brad pitt apologises jennifer aniston leaving angelina jolie,sadness,positive
1542,selena gomez sad justin bieber breakup says source,sadness,negative
1543,look made,surprise,neutral
1544,bruce jenner publicly transformed caitlyn true story variety,neutral,positive
1545,brad pitt moonlighting furniture business,neutral,neutral
1546,taylor swifts new music video guide means,neutral,neutral
1547,trump tax returns celebrities react social media,surprise,neutral
1548,confirmed meghan harry yes twins,joy,positive
1549,channing tatum jenna dewan silence rumors split,sadness,neutral
1550,hoda kotb savannah guthries new feud today set,anger,negative
1551,jennifer lawrence reveals bff emma stone texted every single day year,neutral,positive
1552,kourtney kardashian younes bendjima never baby despite report nine months ago,sadness,neutral
1553,selena gomez probably one big thing common,neutral,neutral
1554,kim banned troubled kanye fashion week,sadness,negative
1555,johnny depp quitting hollywood vampires rock band,sadness,neutral
1556,megyn kelly didnt make list highestpaid tv hosts,surprise,neutral
1557,kim kardashian sued allegedly stealing lighting technique selfies,anger,negative
1558,paris jackson braless split boyfriend emerges,sadness,neutral
1559,liam hemsworth supports miley cyrus voice makes sure spotlight,joy,positive
1560,robert pattinson misses fka twigs seeing new apple commercial still loves,sadness,positive
1561,kristen stewart robert pattinson spark reconciliation rumors la sighting,neutral,positive
1562,khloe kardashian didnt get banned cleveland cavaliers games debunked,sadness,positive
1563,taylor swifts reputation becomes first album surpass two million sales since 2015,surprise,neutral
1564,times alex rodriguez enamored jennifer lopez vmas,neutral,neutral
1565,lady gaga shows huge engagement ring 2018 grammys,joy,positive
1566,prince harry proposed meghan markle cozy night roasting chicken,joy,neutral
1567,watch kris caitlyn jenner plans launch talk show exs chat fest flop,surprise,negative
1568,trump warns north korea fire fury,anger,negative
1569,kim kardashian called celebrity intervene kanye west lowest,surprise,negative
1570,kate middleton really wants get pregnant baby 3 prince william exclusive,joy,positive
1571,kim kardashian couldnt happy pregnant sister khloe,sadness,negative
1572,reasons new baby prince cambridge significant another spare,sadness,positive
1573,celebrity conspiracy theories kate middletons surrogate pregnancy marilyn monroes overdose,neutral,negative
1574,nicole kidman gets honest best beauty looks,neutral,positive
1575,blake shelton gwen stefani supporting supporting jason aldean made exploit las vegas,neutral,positive
1576,debbie reynolds net worth,neutral,positive
1577,jessica simpson jealous mandy moores us success,neutral,positive
1578,andy cohen calls kathy griffins accusations drug use 100 false,anger,negative
1579,dakota johnson chris martin run errands malibu rumors surface coldplay fans fifty shades star,neutral,neutral
1580,ashlee simpson show,joy,neutral
1581,hollywoodlifes selena gomez double date story taylor swift fake news,surprise,negative
1582,jada pinkett smith gabrielle unions secret feud longer secret,anger,negative
1583,kris jenner says kylie jenner dedicated mom 3monthold stormi,joy,positive
1584,exactly katie holmess relationship tabloids,neutral,neutral
1585,meghan markles parents tom dorias wedding revealed,joy,neutral
1586,caitlyn jenner take celebrity apprentice one year false report,neutral,neutral
1587,brad pitt ethnicity celebs,disgust,neutral
1588,kim kardashian kanye wests wedding best photos paris florence photos,joy,positive
1589,taylor swift rips dress controversial new music video,anger,neutral
1590,jessica simpsons bikini body pics lead bogus depression weight gain claims,neutral,negative
1591,bachelors chris soules checked kenneth moshers pulse 911 call reveals,neutral,neutral
1592,countdown royal wedding meghan markle could become next princess diana,neutral,neutral
1593,brad pitt looking buy new place la arts district amid angelina jolie romance rumors,surprise,positive
1594,gigi hadid pulled victorias secret fashion show internet opinions,neutral,neutral
1595,carrie underwood trapped bad marriage trapped bad marriage mike fisher despite report,neutral,negative
1596,harrison ford goes trump team accepting environmental honor,joy,positive
1597,watch people entertainment weekly tnts 2018 sag awards red carpet live right,joy,positive
1598,beyonce jay z hope bring new twins home soon look like father,joy,positive
1599,denzel washington criminalinchief obama tore heart america,surprise,neutral
1600,meryl streep cher feuding set mamma mia sequel,anger,negative
1601,scott disick dna tested paternity kylie jenners baby,sadness,neutral
1602,angelina jolie gets new divorce lawyer amid brad pitt custody battle,joy,negative
1603,categorias de vídeos radar online,neutral,neutral
1604,khloe kardashian threatens tristan thompson marriage ultimatum,fear,negative
1605,sarah jessica parker matthew broderick net worth,surprise,positive
1606,robin williams depression dementia clinical picture,sadness,negative
1607,elizabeth banks net worth,neutral,positive
1608,basic instinct stars michael douglas sharon stone reunite first time years theyve barely aged day,neutral,neutral
1609,kelly clarkson replaces jennifer hudson voice permanently exclusive,neutral,positive
1610,take tom katie holmes embraces therapy jamie foxx get revenge cruise,anger,negative
1611,maybe justin bieber quit tour start church reports say,neutral,neutral
1612,twitter reacts willa ford blames 911 failed music career,sadness,negative
1613,caitlyn jenner marry transgender student 47 years junior revealed hasnt met khloe kims babies,sadness,neutral
1614,reese witherspoon reportedly playing matchmaker jennifer garner,neutral,positive
1615,julie bowen,neutral,neutral
1616,bindi irwin sparks engagement speculation chandler powell,anger,positive
1617,catherine duchess cambridge,neutral,neutral
1618,rihanna boyfriend hassan jameel split despite claims dumped,sadness,positive
1619,tyga misses kylie jenner much kicks every day since split exclusive,sadness,negative
1620,bradley cooper stunk car leaving babys dirty diaper backseat,sadness,negative
1621,female first forum,neutral,neutral
1622,george clooney shows pics twins jokes theyre like models,joy,positive
1623,kourtney ks competitive scott love life brags great sex younes,joy,positive
1624,kardashian men planning reality show spinoff,neutral,neutral
1625,jennifer aniston life career news justin gives insight marriage jennifer,surprise,neutral
1626,brad pitt begging angelina jolie let spend christmas kids exclusive,neutral,positive
1627,angela kardashian angela kardashian,neutral,neutral
1628,ariel winter levi meaden derailed,sadness,negative
1629,rumor bust katy perry orlando bloom elope,neutral,neutral
1630,kendall jenner bella hadid secret lovers,neutral,positive
1631,venus williams wimbledon loss spains garbiñe muguruza tried best,sadness,positive
1632,entertainment kevin hart wife celebrate first wedding anniversary cheating chatter,joy,positive
1633,katie holmes splits jamie foxx calls wedding months revealing secret fiveyear romance,joy,positive
1634,fifty shades freed jamie dornan dakota johnson really feel eachother,sadness,positive
1635,carrie underwood forced mike fisher retire second baby,sadness,negative
1636,jessica simpson stumbles hubbys birthday dinner,sadness,neutral
1637,mike flynn offers testify exchange immunity,neutral,neutral
1638,gordon ramsay says dropped 50 lbs save marriage,neutral,positive
1639,meghan markle lonely frustrated adjusts royal life,anger,negative
1640,celebrities react senate vote debate healthcare bill variety,joy,neutral
1641,johnny depps rolling stone interview shows hes pr liability variety,neutral,negative
1642,looks like sophie turner joe jonas seriously committed,sadness,positive
1643,beyonce building 500000 nursery twins report,surprise,neutral
1644,selena gomez justin theroux friends,neutral,positive
1645,leonardo dicaprio nina agdal,neutral,neutral
1646,george takei pranks twitter april fools congressional run,joy,negative
1647,serena williamss husband knew would great mother,neutral,positive
1648,beyonce jay z divorce report custody battle blue ivy,sadness,negative
1649,nicole kidman 8 million tell amazoncom books,surprise,neutral
1650,taylor swift wants set roots joe alwyn england,neutral,positive
1651,megyn vs maddow today war tom brokaw,sadness,negative
1652,madonna exhausted overwhelmed,surprise,negative
1653,khloe kardashian spoiling tristan thompson fathers day wants blow mind bed,neutral,neutral
1654,sag awards address metoo timesup donald trump,surprise,positive
1655,tom cruises strange hold katie holmes scientology minders dating ban,surprise,negative
1656,george clooney opens parenting twins denies using fertility drugs,neutral,negative
1657,gwen stefani denies reports shes struggling sell las vegas residency tickets,sadness,negative
1658,kate hudson net worth,neutral,positive
1659,scott disick furious kourtneys classless pda planning revenge shoot sofia richie,anger,negative
1660,jennifer garner watches helplessly ben affleck returns womanizing ways reports say,fear,negative
1661,watch jimmy kimmel reveals details sons heart surgery video,surprise,neutral
1662,khloé kardashian begging tristan thompson put ring baby comes report,neutral,neutral
1663,angelina jolie could lose custody kids brad pitt doesnt allow access,sadness,negative
1664,jennifer anistons secret miscarriage heartbreak,sadness,negative
1665,ellen degeneres dumps portia de rossi,neutral,negative
1666,kylie jenner travis scott timeline relationship,neutral,neutral
1667,brad pitt hit margot robbie preoscar party,neutral,positive
1668,meghan markle pens emotional essay biracial actress,sadness,positive
1669,janet jacksons family still mad justin timberlake,anger,negative
1670,sofia richie basically transformed kourtney kardashian safe say scott disick loves,neutral,positive
1671,comment jlaw fans convinced joel edgerton item,neutral,positive
1672,shows az shameless showtime,joy,negative
1673,jimmy fallon felt heartfelt message,joy,positive
1674,barstool sports,neutral,neutral
1675,jennifer garner braves rain run errands ben affleck reunion,joy,positive
1676,drake hoping marriage children hes confident hell find right woman,joy,positive
1677,miley cyrus pregnancy singer wants baby liam hemsworth,joy,neutral
1678,meghan markles ex boyfriends,sadness,neutral
1679,kim kardashians surrogate demanding star delivery room birth,anger,negative
1680,angelina jolie demanding brad pitt dump jennifer aniston reports gossip cop,anger,negative
1681,kylie wants retire celebrity life permanently family taking seriously,joy,negative
1682,katie holmes calls wedding jamie foxx 4months pregnant kid,joy,neutral
1683,kanye west confirms got addicted opioids undergoing lipo suction surgery,sadness,neutral
1684,nicole kidman,neutral,neutral
1685,fergie release new album profit josh duhamel split despite report,sadness,positive
1686,antidefamation league blasts larry davids concentration camp snl jokes offensive insensitive unfunny,joy,negative
1687,nominees robert pattinson james franco scruffy studs gotham awards 2017,neutral,positive
1688,us report suris secret plea missing dad tom cruise,sadness,negative
1689,hollywoodlife mediatakeout spread false claims las vegas shooting,anger,neutral
1690,meghan markle prince harry reportedly baby soon,joy,neutral
1691,unrequited love celine dion titanic crush david foster sees friend,sadness,positive
1692,9 things selena gomez get body,neutral,neutral
1693,mandy moore milo ventimiglia feuding us set despite report,anger,negative
1694,meghan markle dropped major royal baby hint,joy,neutral
1695,us report jennifer aniston pregnant brad pitts baby,joy,neutral
1696,tristan thompson dances baby true khloe kardashians sweet video,joy,positive
1697,inside marriage beyoncé jayz sport matching ring finger tattoos weathered cheating scandal worth 1 billion,sadness,negative
1698,sandra bullock fears left altar ls trendy fame,fear,positive
1699,kylie jenner admits wants marry travis scott,sadness,positive
1700,kylie jenner admits made lips big allure magazine interview,neutral,positive
1701,scott disick sofia richie split cheats,neutral,negative
1702,tom cruise,neutral,neutral
1703,comment jennifer aniston reportedly heartbroken justin therouxs plans move emma stone jackie,sadness,negative
1704,ballistic khloe kardashian may contractions family rushes cleveland,neutral,neutral
1705,video kim kardashian panic attack kuwtk heartbreaking,fear,negative
1706,khloe kardashian flashes wedding finger band dating nba beau tristan thompson,surprise,neutral
1707,oscar wins stardom rehab elle fanning 31 child stars,joy,positive
1708,gwen stefani blake shelton pregnant miracle baby ivf treatments,joy,positive
1709,inside robert pattinson suki waterhouses casual romance,joy,positive
1710,blake shelton opens new restaurant nashville seems good true,joy,positive
1711,robert pattinson really crushing margot robbie,surprise,negative
1712,jennifer hudson warned miley cyrus never mention exs name voice set weeks split exclusive,fear,negative
1713,sandra bullock says considered leaving hollywood sexism,sadness,neutral
1714,purim spiel gal gadot slated play queen esther,joy,positive
1715,spice girls reunion cancelled,sadness,negative
1716,selena gomez fired mom took clothes,sadness,negative
1717,brad jens secret sleepovers,neutral,neutral
1718,rihanna spending big bucks new wardrobe gaining weight,sadness,positive
1719,britney spears sex tape,anger,neutral
1720,catherine zetajones carys zeta douglas town country cover,neutral,neutral
1721,caitlyn jenner proud kim kardashian meeting trump,joy,positive
1722,sienna miller turned tom cruise,neutral,neutral
1723,women hollywood speak,neutral,neutral
1724,chris pratt amy poehler dating,neutral,neutral
1725,donald trump blasts kathy griffin beheading photo,anger,neutral
1726,kanye west explosive fights kris jenner,neutral,negative
1727,princess dianas jewelry might start appearing public,neutral,neutral
1728,justin bieber attend vanity fair oscars party,neutral,positive
1729,brad pitt angelina jolies divorce custody proceedings stall plus news,neutral,negative
1730,steve harvey shuts rumors wife marjorie harvey getting divorce,sadness,neutral
1731,jennifer aniston justin theroux doubledate withtom hanks rita wilson,neutral,neutral
1732,chelsea handler admits shes fault jennifer aniston fall,sadness,negative
1733,star born bradley cooper lady gaga rapturous remake variety,joy,positive
1734,jennifer lopez getting super close world dance costar derek hough,surprise,positive
1735,miley cyrus liam hemsworths secret wedding vows dress report,surprise,neutral
1736,gwen stefani blake shelton romantic christmas plans include sexy time,joy,positive
1737,drake cancel concert due weed overdose weed despite report,sadness,negative
1738,miranda lambert anderson east break report,neutral,neutral
1739,steven spielberg meryl streep trump news post made everyone know scared,fear,negative
1740,queen elizabeth didnt blast meghan markle diva behavior report says,anger,neutral
1741,caitlyn jenner already set second boob job,neutral,neutral
1742,brad pitt apologize jennifer aniston angelina jolie despite late wrong report,sadness,positive
1743,kylie jenner,neutral,neutral
1744,harrison ford carrie fisher tranny,neutral,neutral
1745,going wild south africa,neutral,neutral
1746,brad pitt sienna miller cosy glastonbury party,joy,positive
1747,tourist angelina joliejohnny depp flop deserves second look,neutral,negative
1748,kanye west shares text message caitlyn jenner,neutral,positive
1749,sandra bullock getting married boyfriend bryan randall,neutral,neutral
1750,guide increasingly intense brad pittangelina jolie divorce drama,anger,positive
1751,nicole richie pleading sofia end scott disick romance kids get attached,neutral,positive
1752,paulina rubio collaborating selena gomez dj snake forthcoming album,neutral,neutral
1753,sun metro pull fake justin bieber interviews,neutral,negative
1754,brad pitt margot robbie new scandal,sadness,negative
1755,sarah silverman kate beckinsale writing comedy series together,joy,positive
1756,travis scott finally way home kylie jenner missing christmas,sadness,negative
1757,kanye west skipped serena williams wedding avoid awkward run beyonce,sadness,negative
1758,taylor swift gave sneaky response internets joe alwyn breakup speculation,neutral,negative
1759,jamie foxxs friends lowkey think katie holmes needs makeover exclusive,surprise,positive
1760,sporty kate middleton banned marathons royal rule revealed,sadness,negative
1761,sofia richie basically morphing kourtney kardashian knows exclusive,neutral,positive
1762,selena gomez american ldol judge producers giving offer says source,neutral,positive
1763,joaquin phoenix wants rooney maras family stop nfl using leather footballs,sadness,negative
1764,angelina jolie eyes set british actor ed skrein,neutral,neutral
1765,kanye west think kim kardashian might divorce,surprise,neutral
1766,entertainment tonight,joy,positive
1767,amal clooney rejects angelina jolies peace offering,sadness,positive
1768,celine worldclass prima dionna,neutral,neutral
1769,angelina jolie getting married brad divorce reportedly planning wedding 4,joy,neutral
1770,katie holmes losing weight keep jamie foxx interested,neutral,positive
1771,kristen stewart replacing angelina jolie,neutral,neutral
1772,kate hudson angelina jolie enjoy family day kung fu panda 3 premiere,joy,negative
1773,john stamos eager family inspired george clooneys happiness fatherhood,joy,positive
1774,solar eclipse 2017 celebrities react social media,neutral,neutral
1775,kim kardashians robbery burning questions answered,anger,neutral
1776,strange things reese witherspoon jim toths marriage,neutral,negative
1777,heres tom hiddleston gushing taylor swift month ago,surprise,positive
1778,shia labeouf hitting dakota johnson movie shoot,neutral,negative
1779,connecting people news,neutral,neutral
1780,mike tyson hillary clinton americas prolific serial killer,neutral,negative
1781,caitlyn jenner feeling literally reason loves breast massages,joy,positive
1782,wills real girl,neutral,neutral
1783,justin bieber jealous selena gomezs friendship timothee chalamet,neutral,negative
1784,nicole kidman pregnant 50,joy,neutral
1785,katie holmes reignites friendship james van der beek make jamie jealous,anger,negative
1786,kendra wilkinson admits shes open third child husband hank baskett,sadness,positive
1787,batgirl rumor kristen stewart prototype wanted barbara,surprise,neutral
1788,jada pinkettsmith relationship rumors jada jealous husbands relationship margot robbie,sadness,negative
1789,brad pitt angelina jolies divorce exploded,anger,neutral
1790,chubby mariah carey ditches gym opts breastreduction surgery,sadness,neutral
1791,emma stone wears red hot swimsuit relaxing eligible bachelor justin theroux france,joy,positive
1792,gwen stefani jealous gavin rossdale elin nordegren claim,anger,negative
1793,actors tipped replace kim cattrall samantha jones sex city,neutral,neutral
1794,las elite cannibal restaurant boasts katy perry meryl streep chelsea clinton members,neutral,neutral
1795,report jennifer garner took ben affleck back rehab,sadness,neutral
1796,gwen stefani blake shelton forced act love voice cameras exclusive,neutral,positive
1797,blake griffin warned la clippers bosses kendall jenner welcome,sadness,positive
1798,newly engaged justin bieber still selena gomez tattoo,surprise,positive
1799,robert downey jr warns fans online scam artists,fear,negative
1800,jennifer aniston brad pitt planning oscars date getting revenge angelina jolie,anger,negative
1801,brad pitt angelina jolie gave 8 mil charity,joy,positive
1802,selena gomez justin bieber hang la home,neutral,neutral
1803,murder jason hudson,sadness,negative
1804,brad pitt always wanted great dad,joy,positive
1805,jennifer aniston follow friends get justin theroux split,neutral,positive
1806,long acting liam hemsworth heart set modeling career,neutral,neutral
1807,kylie jenner positively glowing despite battling morning sickness pregnancy,joy,positive
1808,kim kardashian finally responds rumor wants replace kelly ripa,surprise,neutral
1809,jennifer aniston brad pitt might getting back together,neutral,neutral
1810,angelina jolie gets new divorce lawyer amid brad pitt custody battle,joy,negative
1811,justin bieber selena gomez sweating together jelena pilates workout class,joy,neutral
1812,risky business,fear,negative
1813,story behind rihannas epic coachella wardrobe,neutral,neutral
1814,meghan markle wedding dress aimed bring joy austere life stella mccartney,joy,positive
1815,kris jenner planning adopt child boyfriend corey gamble,joy,positive
1816,mark wahlberg blackballed hollywood say trump,neutral,neutral
1817,kim kardashian kendall jenner cant date jordan clarkson hes famous enough,surprise,neutral
1818,gwen trapped 35m sex house gavin wont budge price home cheated,sadness,negative
1819,stars celebrated memorial day weekend,joy,positive
1820,khloe kardashian issues warning fans see tonights kuwtk,fear,negative
1821,grow fk sofia slams kourtneys crap spending time kids,anger,negative
1822,julia roberts joins instagram simple message love,joy,positive
1823,kanye wests net worth name mean hit songs meet kim kardashian,surprise,positive
1824,justin theroux still heartbroken jennifer aniston split despite dating rumors exclusive,sadness,negative
1825,cannes film festival pictures,sadness,positive
1826,jennifer aniston doesnt need consolation advice brad pitt validate existence entertainment news firstpost,sadness,positive
1827,barbra streisand talks metoo star born remake lady gaga,joy,neutral
1828,5 wrong rumors blake shelton,neutral,negative
1829,jennifer aniston emma stone war justin theroux wireler,neutral,negative
1830,jennifer lawrence finally addressed reports shes dating brad pitt,neutral,neutral
1831,pepe muñoz details céline dions alleged news boyfriend,neutral,neutral
1832,pregnant irina shayk bradley coopers mom gloria go food shopping together,joy,neutral
1833,gwen stefani still smitten blake shelton never tried change exclusive,neutral,negative
1834,jennifer lopez disses drake watch call booty call vegas,neutral,neutral
1835,michelle obama didnt try sneak spot prince harry meghan markles wedding guest list debunked,neutral,neutral
1836,taylor swift nods joe alwyn relationship concert speech,neutral,positive
1837,true prince charles would need change name ever became king england due misfortunes previous king charles,sadness,positive
1838,times caitlyn jenner shaded kardashians theyve shaded right back,neutral,neutral
1839,celebrity reactions anthony scaramucci donald trump communications director,joy,neutral
1840,heres complete history jennifer lopez mariah careys alleged feud,anger,negative
1841,miley cyrus liam hemsworth shopping cribs,neutral,neutral
1842,trumps feud arnold schwarzenegger ratings ploy failed,anger,negative
1843,miley cyrus really opened living liam hemsworth,joy,neutral
1844,kendall jenner,neutral,neutral
1845,everything ben affleck wishes could win jennifer garner back new report says,neutral,positive
1846,7 cringey details katy perry orlando blooms relationship including rumors theyve already eloped,joy,neutral
1847,angelina jolie brad pitts divorce finalized soon,joy,neutral
1848,new couple emma watson robert pattinson seemingly go public 2018 golden globes exclusive,surprise,positive
1849,iggy azalea sued failing pay 300000 credit card debt,sadness,negative
1850,kathy griffin feels betrayed cnns anderson cooper,sadness,negative
1851,mel b investigation witness intimidation divorce drama continues,fear,negative
1852,kim kardashian slams liar caitlyn jenner comments late father robert good person,neutral,negative
1853,john legend chrissy teigen pitching daytime talk show,neutral,neutral
1854,hailee steinfeld denies justin bieber dating rumors,neutral,negative
1855,kylie jenners mystery pregnancy might confusing kardashian situation ever,surprise,negative
1856,angelina jolie dont enjoy single,sadness,negative
1857,cost royal wedding meghan markle prince harry,joy,neutral
1858,david victoria beckham reportedly living separate lives,sadness,neutral
1859,yom kippur harry styles tweet jewish day atonement,sadness,neutral
1860,selena gomez still misses first love justin bieber would text split hailey,sadness,positive
1861,demario jackson corinne olympios spending valentines day together,joy,neutral
1862,ellen degeneres portia de rossis marriage breaking point portia removes wedding ring report,sadness,neutral
1863,marykate ashley olsen greatest hits,joy,positive
1864,jon hamm stealing batman role affleck,joy,negative
1865,jennifer aniston confronts neri stay away brad,neutral,negative
1866,traitor kim kardashians family furious meeting donald trump,anger,negative
1867,beyonce 2018 grammys twitter searching star,surprise,neutral
1868,jessica simpson spend 100000 per month food delivery despite report,sadness,neutral
1869,tom cruise keep hairline,neutral,neutral
1870,khloe kardashians family heartbroken tristan thompson cheating reports everything know,sadness,negative
1871,queen retires wills kates christmas coronation,neutral,neutral
1872,4 winter pregnancy worries deal,sadness,negative
1873,miscarriage tragedy shatters gwens baby dreams puts wedding blake jeopardy,fear,negative
1874,kris jenner comments tristan thompson khloe kardashian cheating scandal,neutral,negative
1875,miley cyrus liam hemsworth wedding rumors fueled matching rings,neutral,neutral
1876,tyga hes obsessed dating kylie jenner lookalikes none take place,sadness,negative
1877,nicki minaj thinks drake could one secret love child,neutral,positive
1878,brad pitt moves kate hudson,neutral,neutral
1879,met ball 2013 katie holmes swaps tom cruise even shorter man red carpet pictures,surprise,neutral
1880,kate middleton spoils prince william birthday,joy,neutral
1881,9 things know armie hammer hero taking hollywood,neutral,positive
1882,sofia richies dad lionel threatened cut didnt dump cheating scott disick,fear,positive
1883,jennifer garners kids met josh duhamel report says,joy,neutral
1884,prince william prince harry get along camilla,joy,neutral
1885,singer film actress film actorfilm actress songwriter actress music producer,joy,neutral
1886,scarlett johansson colin jost american museum gala 2017,joy,neutral
1887,kylie jenner major regrets pregnancy travis scott tygas baby,sadness,negative
1888,justin bieber selena gomez reportedly searching dream home together,sadness,positive
1889,royal babys name louis arthur charles kate announce,neutral,neutral
1890,everything ben affleck wishes could win jennifer garner back new report says,neutral,positive
1891,ben affleck trying win jennifer lopez back alex rodriguez exclusive,neutral,positive
1892,nicki minaj joking love fest eminem despite social media comments report,neutral,positive
1893,taylor swift joe alwyn didnt join billboard awards happier,joy,positive
1894,heres favorite celebrities celebrated labor day weekend,joy,positive
1895,trump bans transgender people military celebrity reactions,joy,neutral
1896,katie holmes hiding baby bump,neutral,negative
1897,brad pitt dating jennifer lawrence despite claims,anger,neutral
1898,taylor swift carried apartment huge suitcase,surprise,positive
1899,list super bowl halftime shows,surprise,positive
1900,jennifer lopez questioning future arod cheating allegations exclusive,neutral,negative
1901,jennifer aniston asks courteney cox set new man,neutral,neutral
1902,flip flop,neutral,negative
1903,justin timberlake making secret calls britney spears despite report,neutral,neutral
1904,seniors_selfhelp,neutral,neutral
1905,hassan jameel reportedly worried chris brown might win rihanna back,fear,positive
1906,kanye west makes emotional plea travis scott man kylie jenner gives birth,sadness,positive
1907,caitlyn jenner planning nude photo shoot,joy,negative
1908,kim kardashian freaks surrogates junk food,neutral,negative
1909,selena gomez admits wanting alone time issues justin bieber,sadness,positive
1910,kelly ripa demands ryan seacrest cancel gma appearance,neutral,negative
1911,selena gomez one birthday gift wants justin bieber despite split,joy,positive
1912,kim kardashian kanye west reportedly fighting filming birth baby 3 kuwtk,anger,negative
1913,kourtney kardashian jennifer lawrence stay away scott disick,neutral,neutral
1914,rihanna ton fun,joy,positive
1915,tom cruises response katie holmes jamie foxxs relationship tom cruisey report,neutral,neutral
1916,russell crowe reveals hes lost 24 kgs gaining weight nice guys role,neutral,positive
1917,secret eyes,neutral,neutral
1918,jessica simpson diet die crisis,neutral,negative
1919,cindy real concern kaia,fear,neutral
1920,robert pattinson 2018 kristen stewarts ex reportedly flirting kylie minogue bella hadid katy perry,joy,positive
1921,badass reason selena gomez peace,joy,positive
1922,tom cruise vetting vanessa kirby fourth wife fake story,neutral,negative
1923,kate middleton calls third pregnancy plans prince william absentee father,sadness,negative
1924,inside jessica simpson eric johnsons unexpected love story,surprise,positive
1925,1 country singer wants officiate gwen stefani blake sheltons wedding,neutral,neutral
1926,kourtney kardashian shares current meal plan helps stay track,neutral,positive
1927,hollywoodlife caught lying taylor swift selena gomez justin bieber,anger,negative
1928,prince william wore red wig mock prince harry palace event,anger,negative
1929,julia roberts latest hollywood heavyweight move small screen,joy,neutral
1930,gwen stefani experience la fires,neutral,neutral
1931,ryan reynolds shut blake lively split rumors epic trolling,joy,positive
1932,royal rules dress bouquet royal wedding traditions meghan markle follow,neutral,neutral
1933,chris martin best man gwyneth paltrows wedding,joy,positive
1934,ryan seacrest looks lovingly girlfriend shayna taylor enjoy yacht time france,joy,positive
1935,blac chynas request trademark kardashian name officially denied report,sadness,negative
1936,jennifer lopez questioning future arod cheating allegations exclusive,neutral,negative
1937,gwen stefani pregnant blake sheltons baby friends think shes got secret,surprise,positive
1938,259 083018 kanye west tearfully apologizes saying slavery choice,sadness,negative
1939,kim kardashian kanye west reportedly divorcing weeks baby 3 arrives,sadness,neutral
1940,gwen stefani admits vegas residency end musical journey settling blake,joy,positive
1941,prince charles meddling meddling harry meghan markle wedding plans,joy,neutral
1942,sage steele slammed instagram post protests airport,anger,negative
1943,angelina jolie brad pitts divorce master class pr spins,neutral,neutral
1944,brad pitts anger issues subsided hes dating exclusive,anger,negative
1945,paris jackson secret surgery,neutral,neutral
1946,selena gomez caught kissing mystery man clickbait,neutral,positive
1947,examined life angelina jolie pitt,neutral,neutral
1948,justin bieber selena gomez relationship rumors proposals jealousy bieber desperate reconcile update,sadness,negative
1949,katie holmes jamie fox mystery relationship explained,surprise,neutral
1950,gwen stefani forcing blake shelton sign prenup,neutral,neutral
1951,lea michele,neutral,neutral
1952,meghan markle spend first royal birthday wedding prince harry,joy,neutral
1953,pregnant gwen stefani sports suspicious bump outing son,fear,negative
1954,finally working cheryl bieber opens track waiting,neutral,neutral
1955,katie holmes steps new york jamie foxx performs atlantic city split denial,neutral,neutral
1956,iggy azealas warning khloe kardashian tristan thompson cheat,fear,negative
1957,alisters flew eyebrow artist 7500 miles brows oscars,neutral,neutral
1958,madonna snubbed amy schumer wedding,neutral,negative
1959,kardashians ink mega renewal deal e variety,neutral,neutral
1960,marion cotillard shows rockn roll movie makeover 18 selfies,neutral,neutral
1961,rumor bust robert pattinson wasnt invited royal wedding,sadness,neutral
1962,dream come true dirrty halloween birthday girl kylie jenner shares highlights last year,surprise,positive
1963,jennifer lawrence nicholas hoult rumoured rekindling romance,joy,positive
1964,kim kardashian donald trump talked prison reform 2018 rails,neutral,negative
1965,truth kate middleton meghan markles relationship,neutral,positive
